"","Strain Name","Virus Species","GenBank Accession","Sequence Length","Pango Genome Lineage","Collection Date","Year","Host","GenBank Host","Country","Mol Type","seq_length","seq_coverage","cov_categories","Continent","Continent_Region"
"1357","THBKK19-16","Chikungunya virus","LC580265","11237","-N/A-","10/2019",2019-10-01,"Human","Homo sapiens","Thailand","genomic RNA",11237,0.936416666666667,">90%","Asia","Southeastern Asia"
"1358","THBKK19-17","Chikungunya virus","LC580266","11237","-N/A-","10/2019",2019-10-01,"Human","Homo sapiens","Thailand","genomic RNA",11237,0.936416666666667,">90%","Asia","Southeastern Asia"
"1359","THBKK19-19","Chikungunya virus","LC580267","11237","-N/A-","10/2019",2019-10-01,"Human","Homo sapiens","Thailand","genomic RNA",11237,0.936416666666667,">90%","Asia","Southeastern Asia"
"1360","THBKK19-20","Chikungunya virus","LC580268","11237","-N/A-","10/2019",2019-10-01,"Human","Homo sapiens","Thailand","genomic RNA",11237,0.936416666666667,">90%","Asia","Southeastern Asia"
"1361","THBKK19-21","Chikungunya virus","LC580269","11237","-N/A-","10/2019",2019-10-01,"Human","Homo sapiens","Thailand","genomic RNA",11237,0.936416666666667,">90%","Asia","Southeastern Asia"
"1362","YNRL3 2019","Chikungunya virus","MW291576","11812","-N/A-","10/04/2019",2019-10-04,"Human","Homo sapiens","China","genomic RNA",11812,0.984333333333333,">90%","Asia","China+"
"1363","19RL33(2019)","Chikungunya virus","MW110473","11789","-N/A-","10/06/2019",2019-10-06,"Human","Homo sapiens","China","genomic RNA",11789,0.982416666666667,">90%","Asia","China+"
"1364","19RL34(2019)","Chikungunya virus","MW110474","11789","-N/A-","10/06/2019",2019-10-06,"Human","Homo sapiens","China","genomic RNA",11789,0.982416666666667,">90%","Asia","China+"
"1365","SV190138","Chikungunya virus","MN974213","11811","-N/A-","10/07/2019",2019-10-07,"Human","Homo sapiens","Thailand","genomic RNA",11811,0.98425,">90%","Asia","Southeastern Asia"
"1366","D190513","Chikungunya virus","MN974209","11811","-N/A-","10/07/2019",2019-10-07,"Human","Homo sapiens","Thailand","genomic RNA",11811,0.98425,">90%","Asia","Southeastern Asia"
"1367","19RL45(2019)","Chikungunya virus","MW110475","11789","-N/A-","10/08/2019",2019-10-08,"Human","Homo sapiens; puerperant","China","genomic RNA",11789,0.982416666666667,">90%","Asia","China+"
"1368","YNRL2 2019","Chikungunya virus","MW248364","11779","-N/A-","10/08/2019",2019-10-08,"Human","Homo sapiens","China","genomic RNA",11779,0.981583333333333,">90%","Asia","China+"
"1369","YNRL1 2019","Chikungunya virus","MW248363","11812","-N/A-","10/10/2019",2019-10-10,"Human","Homo sapiens","China","genomic RNA",11812,0.984333333333333,">90%","Asia","China+"
"1370","19RL50(2019)","Chikungunya virus","MW110476","11789","-N/A-","10/12/2019",2019-10-12,"Human","Homo sapiens; newborn","China","genomic RNA",11789,0.982416666666667,">90%","Asia","China+"
"1371","19RL51(2019)","Chikungunya virus","MW110477","11789","-N/A-","10/12/2019",2019-10-12,"Human","Homo sapiens; newborn","China","genomic RNA",11789,0.982416666666667,">90%","Asia","China+"
"1372","IMBCAMS-631","Chikungunya virus","OK316993","12017","-N/A-","10/29/2019",2019-10-29,"Human","Homo sapiens","China","genomic RNA",12017,1.00141666666667,">90%","Asia","China+"
"1373","IMBCAMS-631","Chikungunya virus","OK316994","12016","-N/A-","10/29/2019",2019-10-29,"Human","Homo sapiens","China","genomic RNA",12016,1.00133333333333,">90%","Asia","China+"
"1374","IMBCAMS-625","Chikungunya virus","OK316995","12018","-N/A-","10/29/2019",2019-10-29,"Human","Homo sapiens","China","genomic RNA",12018,1.0015,">90%","Asia","China+"
"1375","IMBCAMS-625","Chikungunya virus","OK316996","12017","-N/A-","10/29/2019",2019-10-29,"Human","Homo sapiens","China","genomic RNA",12017,1.00141666666667,">90%","Asia","China+"
"1376","TJ/2019/CHIKV","Chikungunya virus","MT668625","11727","-N/A-","11/04/2019",2019-11-04,"Human","Homo sapiens","China","genomic RNA",11727,0.97725,">90%","Asia","China+"
"1377","BK1764","Chikungunya virus","MT495608","11662","-N/A-","11/06/2019",2019-11-06,"Human","Homo sapiens","Thailand","genomic RNA",11662,0.971833333333333,">90%","Asia","Southeastern Asia"
"1378","IMBCAMS-1151","Chikungunya virus","OK316991","12018","-N/A-","11/11/2019",2019-11-11,"Human","Homo sapiens","China","genomic RNA",12018,1.0015,">90%","Asia","China+"
"1379","IMBCAMS-1151","Chikungunya virus","OK316992","12018","-N/A-","11/11/2019",2019-11-11,"Human","Homo sapiens","China","genomic RNA",12018,1.0015,">90%","Asia","China+"
"1380","IMBCAMS-1156","Chikungunya virus","OK316989","12018","-N/A-","11/11/2019",2019-11-11,"Human","Homo sapiens","China","genomic RNA",12018,1.0015,">90%","Asia","China+"
"1381","IMBCAMS-1156","Chikungunya virus","OK316990","12017","-N/A-","11/11/2019",2019-11-11,"Human","Homo sapiens","China","genomic RNA",12017,1.00141666666667,">90%","Asia","China+"
"1382","UVE/CHIKV/Djibouti/2019/CNR53532","Chikungunya virus","MT023791","11253","-N/A-","12/15/2019",2019-12-15,"Human","Homo sapiens","Djibouti","genomic RNA",11253,0.93775,">90%","Africa","Eastern Africa"
"1383","BK2714","Chikungunya virus","MT640255","11644","-N/A-","01/17/2020",2020-01-17,"Human","Homo sapiens","Thailand","genomic RNA",11644,0.970333333333333,">90%","Asia","Southeastern Asia"
"1384","BK2821","Chikungunya virus","MT640256","11442","-N/A-","02/05/2020",2020-02-05,"Human","Homo sapiens","Thailand","genomic RNA",11442,0.9535,">90%","Asia","Southeastern Asia"
"1385","BHTD20-WM05","Chikungunya virus","LC664157","11237","-N/A-","06/29/2020",2020-06-29,"Human","Homo sapiens","Thailand","genomic RNA",11237,0.936416666666667,">90%","Asia","Southeastern Asia"
"1386","109-0425_L001","Chikungunya virus","OL589270","11786","-N/A-","07/01/2020",2020-07-01,"Human","Homo sapiens","Cambodia","genomic RNA",11786,0.982166666666667,">90%","Asia","Southeastern Asia"
"1387","109-0320_L001","Chikungunya virus","OL705486","11799","-N/A-","07/15/2020",2020-07-15,"Human","Homo sapiens","Cambodia","genomic RNA",11799,0.98325,">90%","Asia","Southeastern Asia"
"1388","BHTD20-WM14","Chikungunya virus","LC664158","11237","-N/A-","07/21/2020",2020-07-21,"Human","Homo sapiens","Thailand","genomic RNA",11237,0.936416666666667,">90%","Asia","Southeastern Asia"
"1389","109-0326_L001","Chikungunya virus","OL741630","11802","-N/A-","07/23/2020",2020-07-23,"Human","Homo sapiens","Cambodia","genomic RNA",11802,0.9835,">90%","Asia","Southeastern Asia"
"1390","BHTD20-WM19","Chikungunya virus","LC664159","11237","-N/A-","08/04/2020",2020-08-04,"Human","Homo sapiens","Thailand","genomic RNA",11237,0.936416666666667,">90%","Asia","Southeastern Asia"
"1391","BHTD20-WM27","Chikungunya virus","LC664160","11237","-N/A-","08/19/2020",2020-08-19,"Human","Homo sapiens","Thailand","genomic RNA",11237,0.936416666666667,">90%","Asia","Southeastern Asia"
"1392","BHTD20-WM29","Chikungunya virus","LC664161","11237","-N/A-","08/20/2020",2020-08-20,"Human","Homo sapiens","Thailand","genomic RNA",11237,0.936416666666667,">90%","Asia","Southeastern Asia"
"1393","BHTD20-WM34","Chikungunya virus","LC664162","11237","-N/A-","08/26/2020",2020-08-26,"Human","Homo sapiens","Thailand","genomic RNA",11237,0.936416666666667,">90%","Asia","Southeastern Asia"
"1394","BHTD20-WM37","Chikungunya virus","LC664163","11237","-N/A-","08/28/2020",2020-08-28,"Human","Homo sapiens","Thailand","genomic RNA",11237,0.936416666666667,">90%","Asia","Southeastern Asia"
"1395","MY/2020/3092151","Chikungunya virus","MW557660","11737","-N/A-","09/01/2020",2020-09-01,"Human","Homo sapiens","Malaysia","genomic RNA",11737,0.978083333333333,">90%","Asia","Southeastern Asia"
"1396","MY/2020/3092435","Chikungunya virus","MW557661","11716","-N/A-","09/03/2020",2020-09-03,"Human","Homo sapiens","Malaysia","genomic RNA",11716,0.976333333333333,">90%","Asia","Southeastern Asia"
"1397","CHKV_Brazil/SP/IAL/NS8298/2021","Chikungunya virus","OL898663","11824","-N/A-","09/05/2020",2020-09-05,"Human","Homo sapiens","Brazil","genomic RNA",11824,0.985333333333333,">90%","South America","Brazil"
"1398","BHTD20-WM40","Chikungunya virus","LC664164","11237","-N/A-","09/08/2020",2020-09-08,"Human","Homo sapiens","Thailand","genomic RNA",11237,0.936416666666667,">90%","Asia","Southeastern Asia"
"1399","BHTD20-WM44","Chikungunya virus","LC664165","11237","-N/A-","09/13/2020",2020-09-13,"Human","Homo sapiens","Thailand","genomic RNA",11237,0.936416666666667,">90%","Asia","Southeastern Asia"
"1400","109-0406_L001","Chikungunya virus","OL849990","11606","-N/A-","09/22/2020",2020-09-22,"Human","Homo sapiens","Cambodia","genomic RNA",11606,0.967166666666667,">90%","Asia","Southeastern Asia"
"1401","BHTD20-WM48","Chikungunya virus","LC664166","11237","-N/A-","09/25/2020",2020-09-25,"Human","Homo sapiens","Thailand","genomic RNA",11237,0.936416666666667,">90%","Asia","Southeastern Asia"
"1402","109-0412_L001","Chikungunya virus","OL849991","11606","-N/A-","09/28/2020",2020-09-28,"Human","Homo sapiens","Cambodia","genomic RNA",11606,0.967166666666667,">90%","Asia","Southeastern Asia"
"1403","ECSA","Chikungunya virus","MW349426","11423","-N/A-","10/01/2020",2020-10-01,"Human","Homo sapiens","Thailand","genomic RNA",11423,0.951916666666667,">90%","Asia","Southeastern Asia"
"1404","109-0422_L001","Chikungunya virus","OL893105","11780","-N/A-","10/06/2020",2020-10-06,"Human","Homo sapiens","Cambodia","genomic RNA",11780,0.981666666666667,">90%","Asia","Southeastern Asia"
"1405","109-0428_L001","Chikungunya virus","OL893106","11803","-N/A-","10/09/2020",2020-10-09,"Human","Homo sapiens","Cambodia","genomic RNA",11803,0.983583333333333,">90%","Asia","Southeastern Asia"
"1406","109-0438_L001","Chikungunya virus","OL893107","11778","-N/A-","10/14/2020",2020-10-14,"Human","Homo sapiens","Cambodia","genomic RNA",11778,0.9815,">90%","Asia","Southeastern Asia"
"1407","109-0449merged","Chikungunya virus","OL979157","11779","-N/A-","11/02/2020",2020-11-02,"Human","Homo sapiens","Cambodia","genomic RNA",11779,0.981583333333333,">90%","Asia","Southeastern Asia"
"1408","109-0456_L001","Chikungunya virus","OL979156","11773","-N/A-","11/16/2020",2020-11-16,"Human","Homo sapiens","Cambodia","genomic RNA",11773,0.981083333333333,">90%","Asia","Southeastern Asia"
"1409","109-0460S_L1_1","Chikungunya virus","OL979155","11803","-N/A-","11/18/2020",2020-11-18,"Human","Homo sapiens","Cambodia","genomic RNA",11803,0.983583333333333,">90%","Asia","Southeastern Asia"
"1410","CHKV_Brazil/SP/IAL/45326/2021","Chikungunya virus","OL898714","11794","-N/A-","11/20/2020",2020-11-20,"Human","Homo sapiens","Brazil","genomic RNA",11794,0.982833333333333,">90%","South America","Brazil"
"1411","109-0482S_L1_1","Chikungunya virus","OL979154","11767","-N/A-","12/07/2020",2020-12-07,"Human","Homo sapiens","Cambodia","genomic RNA",11767,0.980583333333333,">90%","Asia","Southeastern Asia"
"1412","CHKV_Brazil/SP/IAL/NS8432/2021","Chikungunya virus","OL898669","11746","-N/A-","12/17/2020",2020-12-17,"Human","Homo sapiens","Brazil","genomic RNA",11746,0.978833333333333,">90%","South America","Brazil"
"1413","109-0507Sera_L1","Chikungunya virus","OL979153","11803","-N/A-","12/24/2020",2020-12-24,"Human","Homo sapiens","Cambodia","genomic RNA",11803,0.983583333333333,">90%","Asia","Southeastern Asia"
"1414","109-0510Sera_L1","Chikungunya virus","OL999091","11769","-N/A-","12/25/2020",2020-12-25,"Human","Homo sapiens","Cambodia","genomic RNA",11769,0.98075,">90%","Asia","Southeastern Asia"
"1415","CHKV_Brazil/SP/IAL/NS8443/2021","Chikungunya virus","OL898675","11751","-N/A-","12/26/2020",2020-12-26,"Human","Homo sapiens","Brazil","genomic RNA",11751,0.97925,">90%","South America","Brazil"
"1416","CHKV_Brazil/SP/IAL/45488/2021","Chikungunya virus","OL898668","11675","-N/A-","01/06/2021",2021-01-06,"Human","Homo sapiens","Brazil","genomic RNA",11675,0.972916666666667,">90%","South America","Brazil"
"1417","CHKV_Brazil/SP/IAL/NS8490/2021","Chikungunya virus","OL898682","11721","-N/A-","01/07/2021",2021-01-07,"Human","Homo sapiens","Brazil","genomic RNA",11721,0.97675,">90%","South America","Brazil"
"1418","CHKV_Brazil/SP/IAL/NS8472/2021","Chikungunya virus","OL898707","11682","-N/A-","01/07/2021",2021-01-07,"Human","Homo sapiens","Brazil","genomic RNA",11682,0.9735,">90%","South America","Brazil"
"1419","CHKV_Brazil/SP/IAL/NS8526/2021","Chikungunya virus","OL898689","11790","-N/A-","01/15/2021",2021-01-15,"Human","Homo sapiens","Brazil","genomic RNA",11790,0.9825,">90%","South America","Brazil"
"1420","CHKV_Brazil/SP/IAL/NS8780/2021","Chikungunya virus","OL898690","11689","-N/A-","01/16/2021",2021-01-16,"Human","Homo sapiens","Brazil","genomic RNA",11689,0.974083333333333,">90%","South America","Brazil"
"1421","CHKV_Brazil/SP/IAL/45725/2021","Chikungunya virus","OL898674","11673","-N/A-","01/23/2021",2021-01-23,"Human","Homo sapiens","Brazil","genomic RNA",11673,0.97275,">90%","South America","Brazil"
"1422","BH151","Chikungunya virus","ON023503","11189","-N/A-","01/27/2021",2021-01-27,"Human","Homo sapiens; age=55; female","Brazil","genomic RNA",11189,0.932416666666667,">90%","South America","Brazil"
"1423","CHKV_Brazil/SP/IAL/NS8639/2021","Chikungunya virus","OL898696","11722","-N/A-","01/28/2021",2021-01-28,"Human","Homo sapiens","Brazil","genomic RNA",11722,0.976833333333333,">90%","South America","Brazil"
"1424","CHKV_Brazil/SP/IAL/NS8650/2021","Chikungunya virus","OL898700","11682","-N/A-","01/28/2021",2021-01-28,"Human","Homo sapiens","Brazil","genomic RNA",11682,0.9735,">90%","South America","Brazil"
"1425","CHKV_Brazil/SP/IAL/NS8687/2021","Chikungunya virus","OL898704","11755","-N/A-","01/28/2021",2021-01-28,"Human","Homo sapiens","Brazil","genomic RNA",11755,0.979583333333333,">90%","South America","Brazil"
"1426","CHKV_Brazil/SP/IAL/NS8692/2021","Chikungunya virus","OL898664","11678","-N/A-","01/31/2021",2021-01-31,"Human","Homo sapiens","Brazil","genomic RNA",11678,0.973166666666667,">90%","South America","Brazil"
"1427","CHKV_Brazil/SP/IAL/NS8699/2021","Chikungunya virus","OL898683","11819","-N/A-","01/31/2021",2021-01-31,"Human","Homo sapiens","Brazil","genomic RNA",11819,0.984916666666667,">90%","South America","Brazil"
"1428","CHKV_Brazil/SP/IAL/NS9096/2021","Chikungunya virus","OL898667","11626","-N/A-","02/01/2021",2021-02-01,"Human","Homo sapiens","Brazil","genomic RNA",11626,0.968833333333333,">90%","South America","Brazil"
"1429","CHKV_Brazil/SP/IAL/NS8694/2021","Chikungunya virus","OL898670","11821","-N/A-","02/02/2021",2021-02-02,"Human","Homo sapiens","Brazil","genomic RNA",11821,0.985083333333333,">90%","South America","Brazil"
"1430","CHKV_Brazil/SP/IAL/NS8697/2021","Chikungunya virus","OL898676","11676","-N/A-","02/02/2021",2021-02-02,"Human","Homo sapiens","Brazil","genomic RNA",11676,0.973,">90%","South America","Brazil"
"1431","CHKV_Brazil/SP/IAL/NS8690/2021","Chikungunya virus","OL898710","11782","-N/A-","02/02/2021",2021-02-02,"Human","Homo sapiens","Brazil","genomic RNA",11782,0.981833333333333,">90%","South America","Brazil"
"1432","CHKV_Brazil/SP/IAL/NS8798/2021","Chikungunya virus","OL898711","11767","-N/A-","02/08/2021",2021-02-08,"Human","Homo sapiens","Brazil","genomic RNA",11767,0.980583333333333,">90%","South America","Brazil"
"1433","CHKV_Brazil/SP/IAL/NS8781/2021","Chikungunya virus","OL898697","11826","-N/A-","02/09/2021",2021-02-09,"Human","Homo sapiens","Brazil","genomic RNA",11826,0.9855,">90%","South America","Brazil"
"1434","CHKV_Brazil/SP/IAL/NS9079/2021","Chikungunya virus","OL898699","11679","-N/A-","02/09/2021",2021-02-09,"Human","Homo sapiens","Brazil","genomic RNA",11679,0.97325,">90%","South America","Brazil"
"1435","CHKV_Brazil/SP/IAL/NS9085/2021","Chikungunya virus","OL898706","11823","-N/A-","02/09/2021",2021-02-09,"Human","Homo sapiens","Brazil","genomic RNA",11823,0.98525,">90%","South America","Brazil"
"1436","109-0575Sera_L1","Chikungunya virus","OL999092","11606","-N/A-","02/12/2021",2021-02-12,"Human","Homo sapiens","Cambodia","genomic RNA",11606,0.967166666666667,">90%","Asia","Southeastern Asia"
"1437","CHKV_Brazil/SP/IAL/NS8885/2021","Chikungunya virus","OL898677","11813","-N/A-","02/13/2021",2021-02-13,"Human","Homo sapiens","Brazil","genomic RNA",11813,0.984416666666667,">90%","South America","Brazil"
"1438","CHKV_Brazil/SP/IAL/NS8792/2021","Chikungunya virus","OL898693","11682","-N/A-","02/13/2021",2021-02-13,"Human","Homo sapiens","Brazil","genomic RNA",11682,0.9735,">90%","South America","Brazil"
"1439","CHKV_Brazil/SP/IAL/NS8796/2021","Chikungunya virus","OL898705","11793","-N/A-","02/13/2021",2021-02-13,"Human","Homo sapiens","Brazil","genomic RNA",11793,0.98275,">90%","South America","Brazil"
"1440","CHKV_Brazil/SP/IAL/NS8889/2021","Chikungunya virus","OL898684","11784","-N/A-","02/14/2021",2021-02-14,"Human","Homo sapiens","Brazil","genomic RNA",11784,0.982,">90%","South America","Brazil"
"1441","CHKV_Brazil/SP/IAL/NS8883/2021","Chikungunya virus","OL898671","11677","-N/A-","02/16/2021",2021-02-16,"Human","Homo sapiens","Brazil","genomic RNA",11677,0.973083333333333,">90%","South America","Brazil"
"1442","CHKV_Brazil/SP/IAL/NS9092/2021","Chikungunya virus","OL898712","11727","-N/A-","02/18/2021",2021-02-18,"Human","Homo sapiens","Brazil","genomic RNA",11727,0.97725,">90%","South America","Brazil"
"1443","CHKV_Brazil/SP/IAL/45801/2021","Chikungunya virus","OL898681","11729","-N/A-","02/20/2021",2021-02-20,"Human","Homo sapiens","Brazil","genomic RNA",11729,0.977416666666667,">90%","South America","Brazil"
"1444","CHKV_Brazil/SP/IAL/NS8892/2021","Chikungunya virus","OL898691","11675","-N/A-","02/21/2021",2021-02-21,"Human","Homo sapiens","Brazil","genomic RNA",11675,0.972916666666667,">90%","South America","Brazil"
"1445","CHKV_Brazil/SP/IAL/NS8799/2021","Chikungunya virus","OL898665","11827","-N/A-","02/22/2021",2021-02-22,"Human","Homo sapiens","Brazil","genomic RNA",11827,0.985583333333333,">90%","South America","Brazil"
"1446","CHKV_Brazil/SP/IAL/NS9066/2021","Chikungunya virus","OL898685","11784","-N/A-","02/22/2021",2021-02-22,"Human","Homo sapiens","Brazil","genomic RNA",11784,0.982,">90%","South America","Brazil"
"1447","109-0588S_L1_1","Chikungunya virus","OL999093","11805","-N/A-","02/24/2021",2021-02-24,"Human","Homo sapiens","Cambodia","genomic RNA",11805,0.98375,">90%","Asia","Southeastern Asia"
"1448","CHKV_Brazil/SP/IAL/NS8897/2021","Chikungunya virus","OL898666","11675","-N/A-","02/25/2021",2021-02-25,"Human","Homo sapiens","Brazil","genomic RNA",11675,0.972916666666667,">90%","South America","Brazil"
"1449","CHKV_Brazil/SP/IAL/NS8899/2021","Chikungunya virus","OL898672","11717","-N/A-","02/25/2021",2021-02-25,"Human","Homo sapiens","Brazil","genomic RNA",11717,0.976416666666667,">90%","South America","Brazil"
